query_norm,query_raw,brand,click_brand,label_id,label_reason,confidence,sample_weight,n_clicks,n_brands,brand_in_query,has_alias,is_category_only,tier,runner_up,weight_margin
ноутбук apple macbook,Ноутбук Apple MacBook,Apple,Apple,2,alias_hint,1.0,1.0,2,1,True,True,False,high,,1.0
kuppersberg wm 480 w,kuppersberg wm 480 w,Kuppersberg,Kuppersberg,37,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
картридж к фильтру для очистки воды аквафор,картридж к фильтру для очистки воды аквафор,UNKNOWN,Аквафор,66,ood_brand_surface,1.0,0.9,19,1,True,False,False,special,,1.0
sony walkman плеер,Sony walkman плеер,Sony,Sony,55,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
airpods pro 3 magsafe,airpods pro 3 magsafe,Apple,Apple,2,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
внешний аккумулятор baseus enerfill fc51 bipow2 pro 10000 мач cosmic black,Внешний аккумулятор Baseus EnerFill FC51 Bipow2 Pro 10000 мАч Cosmic Black,Baseus,Baseus,7,brand_in_query,1.0,1.0,2,1,True,False,False,high,,1.0
чехол samsung s24,чехол samsung s24,Samsung,Samsung,52,alias_hint,0.807847142942979,0.807847142942979,11,3,True,True,False,high,vlp,0.6485008712371567
samsung с 25 плюс,samsung с 25 плюс,Samsung,Samsung,52,alias_hint,1.0,1.0,3,1,True,True,False,high,,1.0
гарнитура наушники huawei,гарнитура наушники HUAWEI,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
блендер bosch,блендер bosch,Bosch,Bosch,9,brand_in_query,1.0,1.0,4,1,True,False,False,high,,1.0
телефон хонор 400,телефон хонор 400,HONOR,HONOR,25,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
huawei nova 14 pro 12 256,huawei nova 14 pro 12 256,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
моющий робот пылесос ксиоми,моющий робот пылесос ксиоми,NO_BRAND,Xiaomi,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
электрическая плита gorenje geit5c60 wpg,Электрическая плита Gorenje GEIT5C60WPG,Gorenje,Gorenje,23,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
hotpoint sriston vss 6015 k ru,Hotpoint sriston vss 6015 k ru,UNKNOWN,Hotpoint,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
смарт часы huawei watch gt,смарт часы huawei watch gt,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,2,1,True,True,False,high,,1.0
портативная беспроводная bluetooth колонка,портативная беспроводная bluetooth колонка,NO_BRAND,Xiaomi,65,category_only,0.5878560797113666,1.0,9,5,False,False,True,special,uBear,0.4129681759383426
планшеты на android samsung galaxy tab s10,планшеты на android samsung galaxy tab s10,Samsung,Samsung,52,alias_hint,0.9188045916098078,0.9188045916098078,9,2,True,True,False,high,SAMSUNG,0.8376091832196155
чехол для samsung galaxy s26 ultra,чехол для samsung galaxy s26 ultra,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
восстановленне смарт-часы,восстановленне смарт-часы,NO_BRAND,HUAWEI,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
dyson hd15,dyson HD15,Dyson,Dyson,20,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
dareu ek 87,Dareu ek 87,UNKNOWN,Dareu,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
bort kex 3000,bort kex 3000,UNKNOWN,Bort,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
водонагреватель накопительный 30 л плоский,водонагреватель накопительный 30л плоский,UNKNOWN,Oasis,66,ambiguous_clicks,0.46083020026087623,0.9,9,6,False,False,False,special,Thermex,0.28822987800199495
наушники marshall наушники,наушники marshall наушники,NO_BRAND,Marshall,65,category_only,1.0,1.0,2,1,True,False,True,special,,1.0
беспроводная колонка jbl экстрим 3,беспроводная колонка jbl экстрим 3,JBL,JBL,32,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
msi katana 17 hx b14 wfk-276 xru,MSI Katana 17 HX B14WFK-276XRU,MSI,MSI,40,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
телевизор белый lg 50,телевизор белый LG 50,LG,LG,38,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
самсунг с 24 ультра,Самсунг с 24 ультра,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
мясорубка электро,мясорубка электро,NO_BRAND,Scarlett,65,category_only,0.8823529411764706,1.0,2,2,False,False,True,special,Endever,0.7647058823529412
встроенная двухкомфорочная плита,встроенная двухкомфорочная плита,NO_BRAND,Evelux,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
iphone 17 lavander,Iphone 17 lavander,Apple,Apple,2,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
наушники внутриканальные jbl,наушники внутриканальные jbl,JBL,JBL,32,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
комбинированная газовая плита gorenje с электрической духовкой 60,комбинированная газовая плита gorenje с электрической духовкой 60,Gorenje,Gorenje,23,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
стиральная машина haier hw70-bp12929 e,"Стиральная машина Haier HW70-BP12929E,",Haier,Haier,27,alias_hint,1.0,1.0,2,1,True,True,False,high,,1.0
gorenje nrk6192axl4,GORENJE NRK6192AXL4,Gorenje,Gorenje,23,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
насадки для зубной щетки philips,Насадки для зубной щетки philips,Philips,Philips,46,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
отдельностоящие посудомоечные машины 60 см,отдельностоящие посудомоечные машины 60см,UNKNOWN,MEFERI,66,ambiguous_clicks,0.2829630632130523,0.9,51,13,False,False,False,special,Midea,0.10692416604078567
сковорода блинная,сковорода блинная,NO_BRAND,Tefal,65,category_only,0.3729297117379135,1.0,59,14,False,False,True,special,Maunfeld,0.10041259583798572
плита газовая комбинированая,плита газовая комбинированая,NO_BRAND,Gefest,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
tecno spark 10 pro,tecno spark 10 pro,Tecno,Tecno,58,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
iphone 17 на 512 гб,iphone 17 на 512 гб,Apple,Apple,2,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
швейная машинка электрическая,Швейная машинка электрическая,NO_BRAND,Автохит,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
для телефона samsung s26 ultra,для телефона samsung s26 ultra,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
смартфон айфон 13 про макс кайфор восстановленный,смартфон айфон 13 про Макс кайфор восстановленный,Apple,Apple,2,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
demiand,demiand,DEMIAND,DEMIAND,16,brand_in_query,1.0,1.0,15,1,True,False,False,high,,1.0
candy cfn 6200,Candy cfn 6200,Candy,Candy,12,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
xiaomi 17 t pro fiolet,xiaomi 17t pro fiolet,Xiaomi,Xiaomi,62,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
xiaomi redmi note 14 8 256,Xiaomi Redmi Note 14 8/256,Xiaomi,Xiaomi,62,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
робот пылесос dreame bot x40 ultra,робот пылесос dreame bot X40 ultra,Dreame,Dreame,19,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
водонагреватель midea,Водонагреватель midea,Midea,Midea,42,brand_in_query,1.0,1.0,2,1,True,False,False,high,,1.0
hi 43,Hi 43,Hi,Hi,28,brand_in_query,1.0,1.0,2,1,True,False,False,high,,1.0
dreame g10 pro,dreame g10 pro,Dreame,Dreame,19,brand_in_query,1.0,1.0,2,1,True,False,False,high,,1.0
usb модемы huawei,usb модемы huawei,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
кофемашина автоматическая stelvio ac100 черный,Кофемашина автоматическая Stelvio AC100 черный,UNKNOWN,Stelvio,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
стиральная машина узкие,Стиральная машина узкие,NO_BRAND,Haier,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
zmi,Zmi,UNKNOWN,ZMI,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
3050 asus,3050 asus,ASUS,ASUS,0,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
haier ларь,Haier ларь,Haier,Haier,27,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
протативная колонка jbl,протативная колонка JBL,JBL,JBL,32,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
samsung galaxy s 24 ultra 256,samsung galaxy s 24 ultra 256,Samsung,Samsung,52,alias_hint,1.0,1.0,2,1,True,True,False,high,,1.0
наушники samsung galaxy buds 3 pro,наушники samsung galaxy buds 3 pro,Samsung,Samsung,52,alias_hint,1.0,1.0,12,1,True,True,False,high,,1.0
hisense rb3n331nac1,hisense rb3n331nac1,Hisense,Hisense,29,brand_in_query,1.0,1.0,2,1,True,False,False,high,,1.0
xiaomi smart band 9 pro,xiaomi smart band 9 pro,Xiaomi,Xiaomi,62,alias_hint,1.0,1.0,7,1,True,True,False,high,,1.0
самсунг с23 фе,Самсунг с23 фе,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
встраиваемая микроволновка kuppersberg,встраиваемая микроволновка kuppersberg,NO_BRAND,Kuppersberg,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0
samsung z folt5,samsung  z folt5,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
лазерный принтер и сканер,лазерный принтер и сканер,NO_BRAND,Pantum,65,category_only,0.7012302284710018,1.0,2,2,False,False,True,special,HP,0.40246045694200355
самсунг с25 512,самсунг с25 512,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
термосумки,термосумки,NO_BRAND,Resto,65,category_only,0.37163868413072326,1.0,31,9,False,False,True,special,ZDK,0.22406753460361908
смартфоны samsung s25 фе,смартфоны samsung s25 фе,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
переходник доя зарядки макбук,Переходник доя зарядки макбук,Apple,LYAMBDA,2,alias_hint,1.0,1.0,1,1,False,True,False,high,,1.0
смартфон huawei,смартфон huawei,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,6,1,True,True,False,high,,1.0
чехол на айфон 13 про макс 256,чехол на айфон 13 про макс 256,Apple,Apple,2,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
смартфон samsung galaxy s25 5 g 12 256 gb синий,Смартфон Samsung Galaxy S25  5G 12/256GB Синий,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
iphone pro max 16,Iphone pro max 16,Apple,Apple,2,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
телевизор sber,телевизор sber,Sber,Sber,53,brand_in_query,1.0,1.0,14,1,True,False,False,high,,1.0
чайники kitfort,чайники kitfort,Kitfort,Kitfort,35,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
honor magicbook pro 16 ultra 5 24 1 t,HONOR MagicBook Pro 16 Ultra 5 24 1T,HONOR,HONOR,25,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
варочная поверхность встраиваемая белая,варочная поверхность встраиваемая белая,NO_BRAND,Bosch,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
айфоны восстановленые,Айфоны восстановленые,Apple,Apple,2,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
tcl z100,tcl z100,TCL,TCL,56,brand_in_query,1.0,1.0,3,1,True,False,False,high,,1.0
пылесос samsung twin chamder,пылесос Samsung twin chamder,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
чехол га планшет,Чехол га планшет,NO_BRAND,HUAWEI,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
блок зарядный для телефона самсунг 25 с,блок зарядный для телефона самсунг 25с+,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
смартфон samsung galaxy ultra s 26 ultra,смартфон samsung galaxy ultra s 26 ultra,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
газовые плиты с электодуховкой gefest,газовые плиты с электодуховкой gefest,Gefest,Gefest,22,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
планшет huawei se 11 8 128,планшет huawei se 11 8 128,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
gamelab,GameLab,UNKNOWN,GameLab,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
электробритва philips s5588,электробритва philips s5588,Philips,Philips,46,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
беспроводная зарядка на apple,беспроводная зарядка на apple,Apple,Apple,2,brand_in_query,0.8823529411764706,0.8823529411764706,2,2,True,False,False,high,Wireless,0.7647058823529412
с парогенератором redmond,с парогенератором redmond,Redmond,Redmond,50,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
электролобзик фиолент 5-720,Электролобзик фиолент 5-720,UNKNOWN,Фиолент,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
наушники с микрофоном проводные apple,наушники с микрофоном проводные apple,Apple,Apple,2,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
айфон 16 про,айфон 16 про,Apple,Apple,2,alias_hint,0.9861604174990889,0.9861604174990889,51,2,True,True,False,high,APPLE,0.9723208349981779
microsd kingston,microsd kingston,Kingston,Kingston,34,brand_in_query,1.0,1.0,2,1,True,False,False,high,,1.0
galaxy flip,galaxy flip,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
сетевое зарядное устройство deppa 2 xusb c usb a,Сетевое зарядное устройство Deppa 2xUSB-C + USB-A,Deppa,Deppa,18,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
приставка sony playstation 5,приставка sony playstation 5,Sony,Sony,55,brand_in_query,0.949170074276526,0.949170074276526,13,2,True,False,False,high,SONY,0.8983401485530521
портативный аккумулятор для яндекс станции мини,портативный аккумулятор для яндекс станции мини,Яндекс,Яндекс,64,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
трэкпад apple magic trackpad,Трэкпад Apple Magic Trackpad,Apple,Apple,2,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
холодильник маленький,холодильник маленький,NO_BRAND,Hi,65,category_only,0.44428538439099147,1.0,24,11,False,False,True,special,MEFERI,0.10891225424696864
dyson hs05 topaz оранжевый,dyson hs05 topaz оранжевый,Dyson,Dyson,20,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
мультистайлер и фен dyson,мультистайлер и фен dyson,Dyson,Dyson,20,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
ssd nvme samsung,ssd nvme samsung,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
видеоняня ramili rv1600,Видеоняня Ramili RV1600,UNKNOWN,Ramili,66,ood_brand_surface,1.0,0.9,2,1,True,False,False,special,,1.0
xiaomi plus телефон,xiaomi plus телефон,Xiaomi,Xiaomi,62,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
варочная панель газовая каутберг,варочная панель газовая каутберг,NO_BRAND,Kuppersberg,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
комбинированная газовая плита,комбинированная газовая плита,NO_BRAND,Gefest,65,category_only,0.44294232407331074,1.0,13,3,False,False,True,special,Gorenje,0.03180556700464369
беспроводные наушники xiaomi redmi buds 8 active,беспроводные наушники xiaomi redmi buds 8 active,Xiaomi,Xiaomi,62,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
посудомоечные машины тошиба,посудомоечные машины тошиба,Toshiba,Toshiba,61,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
телевизор hisense 65 u8 q,телевизор hisense 65 U8Q,Hisense,Hisense,29,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
встраиваемая посудомоечная машина gorenje gv663b62,Встраиваемая посудомоечная машина Gorenje GV663B62,Gorenje,Gorenje,23,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
самсунг флипер 7,самсунг флипер 7,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
фитнес,Фитнес,NO_BRAND,Xiaomi,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
de dietrich,de dietrich,UNKNOWN,De Dietrich,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
huawei pura80 12 512,huawei pura80 12 512,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,2,1,True,True,False,high,,1.0
аэрогриль kitfort на 4литра,аэрогриль kitfort на 4литра,Kitfort,Kitfort,35,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
ломтерезка,ломтерезка,NO_BRAND,Gorenje,65,category_only,0.4377627790826525,1.0,13,6,False,False,True,special,Atvel,0.18738766442746635
проводные наушники apple,проводные наушники apple,NO_BRAND,Apple,65,category_only,1.0,1.0,74,1,True,False,True,special,,1.0
робот камера,робот камера,NO_BRAND,Xiaomi,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
samsung adyssey g5,samsung adyssey g5,Samsung,Samsung,52,alias_hint,1.0,1.0,2,1,True,True,False,high,,1.0
электрочайник tefal,электрочайник tefal,Tefal,Tefal,59,brand_in_query,1.0,1.0,3,1,True,False,False,high,,1.0
carrera 346,Carrera 346,Carrera,Carrera,14,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
nothing ear 3,nothing ear 3,UNKNOWN,Nothing,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
портативный блендер,портативный блендер,NO_BRAND,Moulinex,65,category_only,0.40433366742600596,1.0,33,13,False,False,True,special,Hi,0.19575192456634044
мороженница ninja nc 501,Мороженница Ninja NC 501,UNKNOWN,Ninja,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
midea tg925b8,midea tg925b8,Midea,Midea,42,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
стиральная машина компактная haier hw50-bp1026,Стиральная машина компактная HAIER HW50-BP1026,Haier,Haier,27,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
смарт-часы apple watch series 11 46 mm,Смарт-часы Apple Watch Series 11 46mm,Apple,Apple,2,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
клавиатура беспроводная logitech mx keys 920-009564 графитовый,Клавиатура беспроводная Logitech MX Keys (920-009564) графитовый,Logitech,Logitech,39,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
samsung note 20 чехол,Samsung note 20 чехол,Samsung,TFN,52,alias_hint,1.0,1.0,1,1,False,True,False,high,,1.0
hdmi hdmi,hdmi hdmi,NO_BRAND,Proconnect,65,category_only,0.5714285714285714,1.0,3,3,False,False,True,special,MIVO,0.2857142857142857
de dietrich варочная панель,DE DIETRICH варочная панель,UNKNOWN,De Dietrich,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
игровые наушники usb,Игровые наушники usb,NO_BRAND,Razer,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
tecno spark go 2,tecno spark go 2,Tecno,Tecno,58,brand_in_query,1.0,1.0,2,1,True,False,False,high,,1.0
морозильная камера вертикальная haier,морозильная камера вертикальная haier,Haier,Haier,27,alias_hint,1.0,1.0,2,1,True,True,False,high,,1.0
индукционная плита maunfeld,индукционная плита maunfeld,NO_BRAND,Maunfeld,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0
водонагреватель thermex нержавейка,водонагреватель thermex нержавейка,UNKNOWN,Thermex,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
варочная газовая панель kuppersberg,варочная газовая панель kuppersberg,NO_BRAND,Kuppersberg,65,category_only,1.0,1.0,6,1,True,False,True,special,,1.0
варочная панель samsubg,Варочная панель samsubg,NO_BRAND,Samsung,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
умные часы женские apple,умные часы женские apple,NO_BRAND,Apple,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0
мини печь silmer,Мини печь silmer,NO_BRAND,Simfer,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
водонагреватель газовый газовая колонка,водонагреватель газовый газовая колонка,NO_BRAND,Oasis,65,category_only,0.5003746324263341,1.0,9,3,False,False,True,special,Haier,0.045312762475019065
на айфон 17 про,на айфон 17 про,Apple,Apple,2,alias_hint,0.8743088102506772,0.8743088102506772,9,2,True,True,False,high,Нет Бренда,0.7486176205013545
электронная книга onyx,электронная книга onyx,NO_BRAND,ONYX BOOX,65,category_only,1.0,1.0,6,1,False,False,True,special,,1.0
пылесос karcher vc,пылесос karcher vc,Karcher,Karcher,33,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
стиральная машинка toshiba tw vk100gf4 ru sk,стиральная машинка toshiba TW-VK100GF4RU(SK),Toshiba,Toshiba,61,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
кондиционер hisense инверторный,кондиционер hisense инверторный,NO_BRAND,Hisense,65,category_only,1.0,1.0,1,1,True,False,True,special,,1.0
сьтральная машина lg,Сьтральная машина lg,LG,LG,38,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
электрические чайники red,электрические чайники red,NO_BRAND,RED SOLUTION,65,category_only,1.0,1.0,2,1,False,False,True,special,,1.0
вентилятор колонный reoka,вентилятор колонный reoka,NO_BRAND,RAGEX,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
сумка lamark l245,сумка lamark l245,UNKNOWN,Lamark,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
mie pulito,Mie pulito,UNKNOWN,Mie,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
наушники honor klip,наушники honor klip,HONOR,realme,25,alias_hint,1.0,1.0,1,1,False,True,False,high,,1.0
телевизор tcl 50 q6 cs qd mini led 4 k hdr google tv смарт тв 50 дюймов,"Телевизор TCL 50"" Q6CS QD-Mini LED 4K HDR Google TV, Смарт ТВ, 50 дюймов",TCL,TCL,56,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
смартфон huawei mate 80 pro 16 512 gb,смартфон huawei mate 80 pro 16 512gb,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,2,1,True,True,False,high,,1.0
игровая приставка sony playstation 5 slim disk,Игровая приставка Sony PlayStation 5 Slim Disk,Sony,Sony,55,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
встраиваемая микроволновка haier,встраиваемая микроволновка haier,Haier,Haier,27,alias_hint,1.0,1.0,3,1,True,True,False,high,,1.0
электрические зубные щетки xiaomi,электрические зубные щетки xiaomi,Xiaomi,Xiaomi,62,alias_hint,1.0,1.0,2,1,True,True,False,high,,1.0
электросушилка для овощей и фруктов,электросушилка для овощей и фруктов,UNKNOWN,Gorenje,66,ambiguous_clicks,0.3702479338842975,0.9,7,6,False,False,False,special,Proliss,0.09256198347107437
хуавей 13 про,хуавей 13про,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
beko bbis17300 bcs духовой шкаф,Beko BBIS17300BCS духовой шкаф,UNKNOWN,BEKO,66,ood_brand_surface,1.0,0.9,1,1,True,False,False,special,,1.0
sony wh ch,sony wh ch,Sony,Sony,55,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
чехол xiaomi redmi note 13 pro 5 g,Чехол Xiaomi Redmi Note 13 Pro+ 5G,Xiaomi,Krutoff,62,alias_hint,1.0,1.0,1,1,False,True,False,high,,1.0
кофе кофеварка гейзерная электрическая,кофе кофеварка гейзерная электрическая,NO_BRAND,Bialetti,65,category_only,1.0,1.0,1,1,False,False,True,special,,1.0
huawei планшет matepad 11.5 2025 papermatte клавиатура 11.5 8 гб 256 гб,"HUAWEI Планшет MatePad 11.5 2025 PaperMatte + Клавиатура, 11.5"" 8 ГБ/256 ГБ",HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
huawei nova y90,Huawei nova y90,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
beko wrs5512 bww ru,Beko WRS5512BWW RU,Beko,Beko,8,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
beko b1 r,Beko b1r,Beko,Beko,8,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
redmi note 10,redmi Note 10,Xiaomi,Xiaomi,62,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
honor magic 7 про,honor magic 7 про,HONOR,HONOR,25,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
утюг polaris pir 2820 ak 3 m черный,Утюг Polaris PIR 2820AK 3m черный,Polaris,Polaris,48,brand_in_query,1.0,1.0,2,1,True,False,False,high,,1.0
кофеварка капельная,кофеварка капельная,NO_BRAND,Tefal,65,category_only,0.37752614341609514,1.0,124,29,False,False,True,special,Redmond,0.20620696067953362
xiaomi smart camera c201,Xiaomi Smart Camera C201,Xiaomi,Xiaomi,62,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
крышка maunfeld,крышка maunfeld,Maunfeld,Maunfeld,41,brand_in_query,1.0,1.0,2,1,True,False,False,high,,1.0
телевизоры samsung самсунг 32,телевизоры samsung самсунг 32,Samsung,Samsung,52,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
телефон samsung с 25 ultra 512,телефон samsung с 25 ultra 512,Samsung,Samsung,52,alias_hint,1.0,1.0,3,1,True,True,False,high,,1.0
пылесос вертикальный dreame,Пылесос вертикальный Dreame,NO_BRAND,Dreame,65,category_only,1.0,1.0,2,1,True,False,True,special,,1.0
iphone 17 про макс 256,iphone 17 про макс 256,Apple,Apple,2,alias_hint,1.0,1.0,23,1,True,True,False,high,,1.0
canon eos rp kit,Canon eos rp kit,Canon,Canon,13,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
xолодильник маленький hi,Холодильник маленький Hi,Hi,Hi,28,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
кабель apple type c lightning,кабель apple type c lightning,Apple,Apple,2,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
защитное стекло на samsung а30 s,защитное стекло на samsung а30 s,Samsung,InterStep,52,alias_hint,1.0,1.0,1,1,False,True,False,high,,1.0
микроволновая печь gorenje bm201sg3 dbg,микроволновая печь Gorenje BM201SG3DBG,Gorenje,Gorenje,23,brand_in_query,1.0,1.0,1,1,True,False,False,high,,1.0
стиральная машина beko wspe7612 a,стиральная машина beko wspe7612a,Beko,Beko,8,brand_in_query,1.0,1.0,2,1,True,False,False,high,,1.0
мфу лазерный,Мфу лазерный,NO_BRAND,Pantum,65,category_only,0.7062831188493566,1.0,8,4,False,False,True,special,Canon,0.5155185465556397
набор инструмента goodking,набор инструмента goodking,UNKNOWN,GOODKING,66,ood_brand_surface,1.0,0.9,5,1,True,False,False,special,,1.0
шланг,шланг,NO_BRAND,Gutten,65,category_only,0.6741775574583145,1.0,4,4,False,False,True,special,Гидроагрегат,0.49031095087877424
huawei mesh x3 pro,Huawei mesh x3 pro,HUAWEI,HUAWEI,26,alias_hint,1.0,1.0,1,1,True,True,False,high,,1.0
